kpos data fit err
9.61373 7.71108 7.45615 0.25493
9.61523 7.5349 7.27258 0.26232
9.61673 7.33062 7.10812 0.2225
9.61823 7.1391 6.96054 0.17856
9.61973 7.00846 6.82789 0.18057
9.62123 6.8486 6.70863 0.13997
9.62273 6.61605 6.60107 0.01498
9.62423 6.43577 6.50384 -0.06807
9.62573 6.3339 6.41577 -0.08187
9.62723 6.28256 6.33595 -0.05339
9.62873 6.28042 6.26336 0.01706
9.63023 6.24165 6.19721 0.04444
9.63173 6.17978 6.13681 0.04297
9.63323 6.10222 6.08164 0.02058
9.63473 6.01855 6.03107 -0.01252
9.63623 6.02939 5.98465 0.04474
9.63773 6.06004 5.94195 0.11809
9.63923 5.99409 5.90266 0.09143
9.64073 5.92229 5.86641 0.05588
9.64223 5.90247 5.83291 0.06956
9.64373 5.87449 5.80191 0.07258
9.64523 5.79339 5.77321 0.02018
9.64673 5.72523 5.74658 -0.02135
9.64823 5.69958 5.72183 -0.02225
9.64973 5.67459 5.6988 -0.02421
9.65123 5.65094 5.67738 -0.02644
9.65273 5.63671 5.65741 -0.0207
9.65423 5.63479 5.63876 -0.00397
9.65573 5.64546 5.62133 0.02413
9.65723 5.66715 5.60505 0.0621
9.65873 5.69627 5.5898 0.10647
9.66023 5.72982 5.57551 0.15431
9.66173 5.69265 5.56211 0.13054
9.66323 5.62889 5.54954 0.07935
9.66473 5.63515 5.53773 0.09742
9.66623 5.65679 5.52662 0.13017
9.66773 5.58913 5.51616 0.07297
9.66923 5.51299 5.50632 0.00667
9.67073 5.5366 5.49704 0.03956
9.67223 5.55728 5.48828 0.069
9.67373 5.54952 5.48 0.06952
9.67523 5.53778 5.47219 0.06559
9.67673 5.50861 5.46479 0.04382
9.67823 5.4776 5.45777 0.01983
9.67973 5.44165 5.45113 -0.00948
9.68123 5.41729 5.44483 -0.02754
9.68273 5.41353 5.43885 -0.02532
9.68423 5.44713 5.43317 0.01396
9.68573 5.52704 5.42778 0.09926
9.68723 5.56075 5.42265 0.1381
9.68873 5.55404 5.41779 0.13625
9.69023 5.5503 5.41316 0.13714
9.69173 5.54843 5.40877 0.13966
9.69323 5.56825 5.40459 0.16366
9.69473 5.59736 5.40062 0.19674
9.69623 5.65585 5.39685 0.259
9.69773 5.72264 5.39327 0.32937
9.69923 5.64888 5.38986 0.25902
9.70073 5.55225 5.38662 0.16563
9.70223 5.51565 5.38354 0.13211
9.70373 5.48348 5.38062 0.10286
9.70523 5.48069 5.37783 0.10286
9.70673 5.4752 5.37519 0.10001
9.70823 5.44346 5.37267 0.07079
9.70973 5.4229 5.37029 0.05261
9.71123 5.45568 5.36801 0.08767
9.71273 5.48608 5.36586 0.12022
9.71423 5.50921 5.36381 0.1454
9.71573 5.51391 5.36186 0.15205
9.71723 5.47945 5.36001 0.11944
9.71873 5.47857 5.35826 0.12031
9.72023 5.52948 5.35659 0.17289
9.72173 5.54284 5.35502 0.18782
9.72323 5.51331 5.35352 0.15979
9.72473 5.47106 5.35211 0.11895
9.72623 5.41771 5.35077 0.06694
9.72773 5.36888 5.3495 0.01938
9.72923 5.32306 5.34831 -0.02525
9.73073 5.27931 5.34718 -0.06787
9.73223 5.23656 5.34612 -0.10956
9.73373 5.32847 5.34512 -0.01665
9.73523 5.46769 5.34418 0.12351
9.73673 5.48702 5.3433 0.14372
9.73823 5.47761 5.34248 0.13513
9.73973 5.50529 5.3417 0.16359
9.74123 5.53866 5.34099 0.19767
9.74273 5.4092 5.34032 0.06888
9.74423 5.26811 5.3397 -0.07159
9.74573 5.31528 5.33912 -0.02384
9.74723 5.36204 5.33859 0.02345
9.74873 5.37919 5.33811 0.04108
9.75023 5.39666 5.33767 0.05899
9.75173 5.41663 5.33726 0.07937
9.75323 5.42627 5.3369 0.08937
9.75473 5.38667 5.33657 0.0501
9.75623 5.36337 5.33628 0.02709
9.75773 5.3936 5.33602 0.05758
9.75923 5.42004 5.3358 0.08424
9.76073 5.43706 5.33561 0.10145
9.76223 5.44034 5.33545 0.10489
9.76373 5.41693 5.33532 0.08161
9.76523 5.42013 5.33521 0.08492
9.76673 5.46438 5.33513 0.12925
9.76823 5.47464 5.33508 0.13956
9.76973 5.44279 5.33506 0.10773
9.77123 5.43536 5.33505 0.10031
9.77273 5.45233 5.33507 0.11726
9.77423 5.45065 5.33511 0.11554
9.77573 5.43391 5.33517 0.09874
9.77723 5.40205 5.33525 0.0668
9.77873 5.36012 5.33535 0.02477
9.78023 5.38897 5.33546 0.05351
9.78173 5.45649 5.33559 0.1209
9.78323 5.44948 5.33573 0.11375
9.78473 5.41052 5.33589 0.07463
9.78623 5.38253 5.33606 0.04647
9.78773 5.35839 5.33624 0.02215
9.78923 5.35113 5.33644 0.01469
9.79073 5.34844 5.33664 0.0118
9.79223 5.39755 5.33686 0.06069
9.79373 5.45702 5.33708 0.11994
9.79523 5.36018 5.33731 0.02287
9.79673 5.24068 5.33755 -0.09687
9.79823 5.22502 5.33779 -0.11277
9.79973 5.21921 5.33804 -0.11883
9.80123 5.25293 5.3383 -0.08537
9.80273 5.28275 5.33856 -0.05581
9.80423 5.25981 5.33883 -0.07902
9.80573 5.25043 5.3391 -0.08867
9.80723 5.31594 5.33937 -0.02343
9.80873 5.37821 5.33965 0.03856
9.81023 5.42942 5.33993 0.08949
9.81173 5.4479 5.34021 0.10769
9.81323 5.39242 5.34049 0.05193
9.81473 5.34534 5.34078 0.00456
9.81623 5.31197 5.34107 -0.0291
9.81773 5.29729 5.34135 -0.04406
9.81923 5.30515 5.34164 -0.03649
9.82073 5.33258 5.34193 -0.00935
9.82223 5.37759 5.34222 0.03537
9.82373 5.39429 5.34251 0.05178
9.82523 5.39158 5.34281 0.04877
9.82673 5.41365 5.3431 0.07055
9.82823 5.4481 5.34339 0.10471
9.82973 5.43993 5.34368 0.09625
9.83123 5.41626 5.34398 0.07228
9.83273 5.45808 5.34427 0.11381
9.83423 5.51627 5.34457 0.1717
9.83573 5.40381 5.34486 0.05895
9.83723 5.2651 5.34516 -0.08006
9.83873 5.23659 5.34545 -0.10886
9.84023 5.21595 5.34575 -0.1298
9.84173 5.32733 5.34605 -0.01872
9.84323 5.43339 5.34635 0.08704
9.84473 5.44204 5.34665 0.09539
9.84623 5.44865 5.34696 0.10169
9.84773 5.44028 5.34726 0.09302
9.84923 5.43939 5.34757 0.09182
9.85073 5.47258 5.34788 0.1247
9.85223 5.49036 5.34819 0.14217
9.85373 5.45932 5.3485 0.11082
9.85523 5.42065 5.34882 0.07183
9.85673 5.36417 5.34913 0.01504
9.85823 5.33824 5.34945 -0.01121
9.85973 5.36659 5.34978 0.01681
9.86123 5.39105 5.3501 0.04095
9.86273 5.40998 5.35043 0.05955
9.86423 5.37328 5.35076 0.02252
9.86573 5.273 5.35109 -0.07809
9.86723 5.26399 5.35143 -0.08744
9.86873 5.33921 5.35177 -0.01256
9.87023 5.41385 5.35271 0.06114
9.87173 5.48804 5.35305 0.13499
9.87323 5.51991 5.3534 0.16651
9.87473 5.52657 5.35375 0.17282
9.87623 5.5072 5.35409 0.15311
9.87773 5.47557 5.35444 0.12113
9.87923 5.40604 5.3548 0.05124
9.88073 5.32224 5.35515 -0.03291
9.88223 5.33364 5.3555 -0.02186
9.88373 5.37295 5.35586 0.01709
9.88523 5.39846 5.35621 0.04225
9.88673 5.42094 5.35657 0.06437
9.88823 5.40953 5.35692 0.05261
9.88973 5.39291 5.35727 0.03564
9.89123 5.35688 5.35763 -0.00075
9.89273 5.31902 5.35798 -0.03896
9.89423 5.26601 5.35833 -0.09232
9.89573 5.21226 5.35868 -0.14642
9.89723 5.25596 5.35903 -0.10307
9.89873 5.30028 5.35937 -0.05909
9.90023 5.35965 5.35971 -6e-05
9.90173 5.41753 5.36005 0.05748
9.90323 5.45834 5.36039 0.09795
9.90473 5.48421 5.36072 0.12349
9.90623 5.40051 5.36104 0.03947
9.90773 5.33419 5.36137 -0.02718
9.90923 5.36389 5.36168 0.00221
9.91073 5.37507 5.36199 0.01308
9.91223 5.30898 5.3623 -0.05332
9.91373 5.26874 5.3626 -0.09386
9.91523 5.31671 5.36289 -0.04618
9.91673 5.34221 5.36318 -0.02097
9.91823 5.30376 5.36346 -0.0597
9.91973 5.30411 5.36373 -0.05962
9.92123 5.39791 5.36399 0.03392
9.92273 5.44496 5.36425 0.08071
9.92423 5.39569 5.3645 0.03119
9.92573 5.36031 5.36473 -0.00442
9.92723 5.35036 5.36496 -0.0146
9.92873 5.36197 5.36519 -0.00322
9.93023 5.40776 5.3654 0.04236
9.93173 5.42109 5.3656 0.05549
9.93323 5.38835 5.3658 0.02255
9.93473 5.38812 5.366 0.02212
9.93623 5.42929 5.36619 0.0631
9.93773 5.45767 5.36638 0.09129
9.93923 5.47144 5.36657 0.10487
9.94073 5.48742 5.36675 0.12067
9.94223 5.50566 5.36693 0.13873
9.94373 5.49262 5.36711 0.12551
9.94523 5.44991 5.36728 0.08263
9.94673 5.42935 5.36746 0.06189
9.94823 5.42764 5.36763 0.06001
9.94973 5.38077 5.36779 0.01298
9.95123 5.29842 5.36796 -0.06954
9.95273 5.30121 5.36812 -0.06691
9.95423 5.36565 5.36828 -0.00263
9.95573 5.39366 5.36844 0.02522
9.95723 5.39739 5.36859 0.0288
9.95873 5.38614 5.36875 0.01739
9.96023 5.36544 5.3689 -0.00346
9.96173 5.35051 5.36905 -0.01854
9.96323 5.33892 5.3692 -0.03028
9.96473 5.35645 5.36935 -0.0129
9.96623 5.38989 5.3695 0.02039
9.96773 5.35917 5.36965 -0.01048
9.96923 5.29539 5.3698 -0.07441
9.97073 5.29343 5.36995 -0.07652
9.97223 5.32145 5.3701 -0.04865
9.97373 5.34753 5.37025 -0.02272
9.97523 5.37273 5.3704 0.00233
9.97673 5.40295 5.37055 0.0324
9.97823 5.43539 5.37071 0.06468
9.97973 5.41652 5.37086 0.04566
9.98123 5.37636 5.37102 0.00534
9.98273 5.37449 5.37118 0.00331
9.98423 5.38801 5.37134 0.01667
9.98573 5.42082 5.3715 0.04932
9.98723 5.46112 5.37167 0.08945
9.98873 5.47349 5.37183 0.10166
9.99023 5.47535 5.372 0.10335
9.99173 5.4433 5.37218 0.07112
9.99323 5.39891 5.37235 0.02656
9.99473 5.35847 5.37253 -0.01406
9.99623 5.31947 5.37272 -0.05325
9.99773 5.30851 5.3729 -0.06439
9.99923 5.30774 5.37309 -0.06535
10.0007 5.34027 5.37328 -0.03301
10.0022 5.3845 5.37347 0.01103
10.0037 5.42449 5.37367 0.05082
10.0052 5.46309 5.37387 0.08922
10.0067 5.39413 5.37407 0.02006
10.0082 5.30155 5.37428 -0.07273
10.0097 5.29845 5.37448 -0.07603
10.0112 5.30679 5.37469 -0.0679
10.0127 5.3411 5.3749 -0.0338
10.0142 5.37871 5.37512 0.00359
10.0157 5.37547 5.37533 0.00014
10.0172 5.37021 5.37555 -0.00534
10.0187 5.37904 5.37577 0.00327
10.0202 5.38752 5.37599 0.01153
10.0217 5.34527 5.37621 -0.03094
10.0232 5.3034 5.37643 -0.07303
10.0247 5.28026 5.37665 -0.09639
10.0262 5.25352 5.37688 -0.12336
10.0277 5.18882 5.3771 -0.18828
10.0292 5.13701 5.37732 -0.24031
10.0307 5.22115 5.37755 -0.1564
10.0322 5.29489 5.37777 -0.08288
10.0337 5.31129 5.37799 -0.0667
10.0352 5.33307 5.37821 -0.04514
10.0367 5.38454 5.37842 0.00612
10.0382 5.41259 5.37864 0.03395
10.0397 5.31134 5.37886 -0.06752
10.0412 5.2419 5.37907 -0.13717
10.0427 5.28525 5.37928 -0.09403
10.0442 5.31787 5.37948 -0.06161
10.0457 5.31248 5.37969 -0.06721
10.0472 5.32542 5.37989 -0.05447
10.0487 5.38395 5.38009 0.00386
10.0502 5.41365 5.38028 0.03337
10.0517 5.37163 5.38048 -0.00885
10.0532 5.34304 5.38066 -0.03762
10.0547 5.34785 5.38085 -0.033
10.0562 5.35419 5.38103 -0.02684
10.0577 5.36332 5.3812 -0.01788
10.0592 5.34966 5.38138 -0.03172
10.0607 5.29429 5.38155 -0.08726
10.0622 5.28006 5.38171 -0.10165
10.0637 5.34111 5.38187 -0.04076
10.0652 5.36267 5.38203 -0.01936
10.0667 5.31193 5.38218 -0.07025
10.0682 5.32126 5.38233 -0.06107
10.0697 5.41351 5.38248 0.03103
10.0712 5.45131 5.38262 0.06869
10.0727 5.41392 5.38276 0.03116
10.0742 5.41367 5.38289 0.03078
10.0757 5.46471 5.38302 0.08169
10.0772 5.46288 5.38315 0.07973
10.0787 5.38804 5.38327 0.00477
10.0802 5.34045 5.3834 -0.04295
10.0817 5.33046 5.38352 -0.05306
10.0832 5.34667 5.38363 -0.03696
10.0847 5.39051 5.38375 0.00676
10.0862 5.41524 5.38386 0.03138
10.0877 5.41983 5.38397 0.03586
10.0892 5.43092 5.38408 0.04684
10.0907 5.44886 5.38418 0.06468
10.0922 5.41743 5.38429 0.03314
10.0937 5.33393 5.38439 -0.05046
10.0952 5.31408 5.3845 -0.07042
10.0967 5.36137 5.3846 -0.02323
10.0982 5.37794 5.3847 -0.00676
10.0997 5.36209 5.38481 -0.02272
10.1012 5.34841 5.38491 -0.0365
10.1027 5.33702 5.38501 -0.04799
10.1042 5.34507 5.38511 -0.04004
10.1057 5.37362 5.38522 -0.0116
10.1072 5.40647 5.38532 0.02115
10.1087 5.44386 5.38543 0.05843
10.1102 5.38633 5.38554 0.00079
10.1117 5.22868 5.38565 -0.15697
10.1132 5.21382 5.38576 -0.17194
10.1147 5.34955 5.38587 -0.03632
10.1162 5.4348 5.38598 0.04882
10.1177 5.4668 5.3861 0.0807
10.1192 5.44754 5.38621 0.06133
10.1207 5.37421 5.38633 -0.01212
10.1222 5.37623 5.38646 -0.01023
10.1237 5.45773 5.38658 0.07115
10.1252 5.46994 5.3867 0.08324
10.1267 5.40907 5.38683 0.02224
10.1282 5.34522 5.38696 -0.04174
10.1297 5.27824 5.38709 -0.10885
10.1312 5.27346 5.38722 -0.11376
10.1327 5.33427 5.38736 -0.05309
10.1342 5.39368 5.3875 0.00618
10.1357 5.45115 5.38763 0.06352
10.1372 5.46009 5.38777 0.07232
10.1387 5.40201 5.38791 0.0141
10.1402 5.36394 5.38806 -0.02412
10.1417 5.3535 5.3882 -0.0347
10.1432 5.29833 5.38834 -0.09001
10.1447 5.18137 5.38849 -0.20712
10.1462 5.14617 5.38863 -0.24246
10.1477 5.22386 5.38878 -0.16492
10.1492 5.28783 5.38892 -0.10109
10.1507 5.32668 5.38907 -0.06239
10.1522 5.35155 5.38921 -0.03766
10.1537 5.3508 5.38936 -0.03856
10.1552 5.36868 5.3895 -0.02082
10.1567 5.42064 5.38964 0.031
10.1582 5.45007 5.38978 0.06029
10.1597 5.43828 5.38992 0.04836
10.1612 5.43317 5.39006 0.04311
10.1627 5.44469 5.39019 0.0545
10.1642 5.45519 5.39033 0.06486
10.1657 5.46318 5.39046 0.07272
10.1672 5.46745 5.39059 0.07686
10.1687 5.46245 5.39071 0.07174
10.1702 5.43547 5.39083 0.04464
10.1717 5.33049 5.39095 -0.06046
10.1732 5.26355 5.39107 -0.12752
10.1747 5.33146 5.39118 -0.05972
10.1762 5.3942 5.39129 0.00291
10.1777 5.42843 5.39139 0.03704
10.1792 5.45488 5.39149 0.06339
10.1807 5.43837 5.39159 0.04678
10.1822 5.4152 5.39168 0.02352
10.1837 5.35528 5.39177 -0.03649
10.1852 5.31056 5.39186 -0.0813
10.1867 5.42594 5.39194 0.034
10.1882 5.52708 5.39202 0.13506
10.1897 5.47818 5.39209 0.08609
10.1912 5.42955 5.39216 0.03739
10.1927 5.39478 5.39222 0.00256
10.1942 5.36099 5.39228 -0.03129
10.1957 5.37545 5.39234 -0.01689
10.1972 5.38991 5.39239 -0.00248
10.1987 5.3963 5.39244 0.00386
10.2002 5.40231 5.39249 0.00982
10.2017 5.31743 5.39253 -0.0751
10.2032 5.22093 5.39257 -0.17164
10.2047 5.3094 5.3926 -0.0832
10.2062 5.42151 5.39263 0.02888
10.2077 5.45816 5.39266 0.0655
10.2092 5.47825 5.39269 0.08556
10.2107 5.42058 5.39271 0.02787
10.2122 5.34583 5.39274 -0.04691
10.2137 5.34374 5.39276 -0.04902
10.2152 5.36544 5.39278 -0.02734
10.2167 5.33953 5.39279 -0.05326
10.2182 5.29804 5.39281 -0.09477
10.2197 5.26127 5.39282 -0.13155
10.2212 5.22603 5.39283 -0.1668
10.2227 5.28289 5.39285 -0.10996
10.2242 5.36991 5.39286 -0.02295
10.2257 5.38084 5.39287 -0.01203
10.2272 5.36686 5.39288 -0.02602
10.2287 5.3982 5.39289 0.00531
10.2302 5.44437 5.39291 0.05146
10.2317 5.42325 5.39292 0.03033
10.2332 5.38009 5.39293 -0.01284
10.2347 5.40352 5.39294 0.01058
10.2362 5.44876 5.39296 0.0558
10.2377 5.4474 5.39297 0.05443
10.2392 5.43077 5.39299 0.03778
10.2407 5.44609 5.39301 0.05308
10.2422 5.47186 5.39303 0.07883
10.2437 5.49155 5.39305 0.0985
10.2452 5.50845 5.39307 0.11538
10.2467 5.52292 5.39309 0.12983
10.2482 5.53628 5.39312 0.14316
10.2497 5.45465 5.39315 0.0615
10.2512 5.32969 5.39317 -0.06348
10.2527 5.27193 5.3932 -0.12127
10.2542 5.24484 5.39324 -0.1484
10.2557 5.33121 5.39327 -0.06206
10.2572 5.46935 5.3933 0.07605
10.2587 5.4854 5.39334 0.09206
10.2602 5.42662 5.39337 0.03325
10.2617 5.38204 5.39341 -0.01137
10.2632 5.34617 5.39345 -0.04728
10.2647 5.35879 5.39349 -0.0347
10.2662 5.40113 5.39353 0.0076
10.2677 5.41731 5.39357 0.02374
10.2692 5.41746 5.39361 0.02385
10.2707 5.4647 5.39366 0.07104
10.2722 5.54995 5.3937 0.15625
10.2737 5.56965 5.39374 0.17591
10.2752 5.53644 5.39378 0.14266
10.2767 5.48836 5.39382 0.09454
10.2782 5.42828 5.39386 0.03442
10.2797 5.38644 5.3939 -0.00746
10.2812 5.36383 5.39393 -0.0301
10.2827 5.36013 5.39397 -0.03384
10.2842 5.37639 5.394 -0.01761
10.2857 5.36715 5.39404 -0.02689
10.2872 5.32271 5.39407 -0.07136
10.2887 5.31463 5.39409 -0.07946
10.2902 5.35678 5.39412 -0.03734
10.2917 5.40614 5.39414 0.012
10.2932 5.46547 5.39416 0.07131
10.2947 5.48877 5.39418 0.09459
10.2962 5.44611 5.39419 0.05192
10.2977 5.40844 5.3942 0.01424
10.2992 5.37987 5.39421 -0.01434
10.3007 5.36404 5.39421 -0.03017
10.3022 5.3799 5.39421 -0.01431
10.3037 5.38738 5.3942 -0.00682
10.3052 5.37404 5.3942 -0.02016
10.3067 5.36539 5.39418 -0.02879
10.3082 5.37339 5.39417 -0.02078
10.3097 5.37559 5.39415 -0.01856
10.3112 5.3572 5.39412 -0.03692
10.3127 5.35664 5.39409 -0.03745
10.3142 5.45447 5.39406 0.06041
10.3157 5.5369 5.39402 0.14288
10.3172 5.45701 5.39398 0.06303
10.3187 5.38398 5.39393 -0.00995
10.3202 5.38328 5.39388 -0.0106
10.3217 5.38392 5.39383 -0.00991
10.3232 5.45008 5.39377 0.05631
10.3247 5.51462 5.39371 0.12091
10.3262 5.49961 5.39365 0.10596
10.3277 5.48459 5.39221 0.09238
10.3292 5.4712 5.39214 0.07906
10.3307 5.45789 5.39206 0.06583
10.3322 5.43343 5.39199 0.04144
10.3337 5.40754 5.39191 0.01563
10.3352 5.50882 5.39183 0.11699
10.3367 5.62635 5.39175 0.2346
10.3382 5.57815 5.39167 0.18648
10.3397 5.49358 5.39159 0.10199
10.3412 5.44568 5.3915 0.05418
10.3427 5.40978 5.39142 0.01836
10.3442 5.45802 5.39133 0.06669
10.3457 5.54465 5.39124 0.15341
10.3472 5.55003 5.39116 0.15887
10.3487 5.51833 5.39107 0.12726
10.3502 5.53123 5.39098 0.14025
10.3517 5.57146 5.39089 0.18057
10.3532 5.56312 5.39081 0.17231
10.3547 5.51558 5.39072 0.12486
10.3562 5.464 5.39063 0.07337
10.3577 5.40816 5.39055 0.01761
10.3592 5.40702 5.39046 0.01656
10.3607 5.48144 5.39038 0.09106
10.3622 5.52472 5.3903 0.13442
10.3637 5.51103 5.39022 0.12081
10.3652 5.48984 5.39013 0.09971
10.3667 5.45493 5.39005 0.06488
10.3682 5.44893 5.38997 0.05896
10.3697 5.51486 5.3899 0.12496
10.3712 5.55294 5.38982 0.16312
10.3727 5.49224 5.38974 0.1025
10.3742 5.43704 5.38967 0.04737
10.3757 5.41219 5.38959 0.0226
10.3772 5.39045 5.38952 0.00093
10.3787 5.40139 5.38945 0.01194
10.3802 5.41271 5.38938 0.02333
10.3817 5.44275 5.38931 0.05344
10.3832 5.4728 5.38924 0.08356
10.3847 5.445 5.38917 0.05583
10.3862 5.41437 5.3891 0.02527
10.3877 5.38303 5.38903 -0.006
10.3892 5.35161 5.38896 -0.03735
10.3907 5.38144 5.38889 -0.00745
10.3922 5.42472 5.38882 0.0359
10.3937 5.4611 5.38875 0.07235
10.3952 5.49521 5.38867 0.10654
10.3967 5.47011 5.3886 0.08151
10.3982 5.41799 5.38853 0.02946
10.3997 5.41367 5.38845 0.02522
10.4012 5.43864 5.38838 0.05026
10.4027 5.44756 5.3883 0.05926
10.4042 5.44353 5.38822 0.05531
10.4057 5.43761 5.38814 0.04947
10.4072 5.4297 5.38805 0.04165
10.4087 5.40827 5.38797 0.0203
10.4102 5.36209 5.38788 -0.02579
10.4117 5.33605 5.38779 -0.05174
10.4132 5.36014 5.38769 -0.02755
10.4147 5.37897 5.3876 -0.00863
10.4162 5.37909 5.3875 -0.00841
10.4177 5.36429 5.38739 -0.0231
10.4192 5.26702 5.38729 -0.12027
10.4207 5.18085 5.38718 -0.20633
10.4222 5.21155 5.38706 -0.17551
10.4237 5.24248 5.38695 -0.14447
10.4252 5.28496 5.38682 -0.10186
10.4267 5.32744 5.3867 -0.05926
10.4282 5.35355 5.38657 -0.03302
10.4297 5.37758 5.38644 -0.00886
10.4312 5.35161 5.3863 -0.03469
10.4327 5.31468 5.38616 -0.07148
10.4342 5.32397 5.38602 -0.06205
10.4357 5.34839 5.38587 -0.03748
10.4372 5.36368 5.38572 -0.02204
10.4387 5.3748 5.38557 -0.01077
10.4402 5.41468 5.38541 0.02927
10.4417 5.47217 5.38525 0.08692
10.4432 5.44309 5.38508 0.05801
10.4447 5.36096 5.38491 -0.02395
10.4462 5.31741 5.38473 -0.06732
10.4477 5.30502 5.38456 -0.07954
10.4492 5.32238 5.38437 -0.06199
10.4507 5.37113 5.38419 -0.01306
10.4522 5.39258 5.384 0.00858
10.4537 5.38521 5.3838 0.00141
10.4552 5.3958 5.38361 0.01219
10.4567 5.43117 5.38341 0.04776
10.4582 5.45084 5.38321 0.06763
10.4597 5.44179 5.383 0.05879
10.4612 5.43414 5.3828 0.05134
10.4627 5.42999 5.38259 0.0474
10.4642 5.40814 5.38238 0.02576
10.4657 5.34223 5.38217 -0.03994
10.4672 5.29547 5.38195 -0.08648
10.4687 5.31657 5.38174 -0.06517
10.4702 5.33587 5.38152 -0.04565
10.4717 5.34525 5.38131 -0.03606
10.4732 5.35492 5.38109 -0.02617
10.4747 5.36763 5.38087 -0.01324
10.4762 5.38017 5.38065 -0.00048
10.4777 5.38466 5.38043 0.00423
10.4792 5.38984 5.38021 0.00963
10.4807 5.42838 5.37999 0.04839
10.4822 5.46691 5.37977 0.08714
10.4837 5.46727 5.37955 0.08772
10.4852 5.46575 5.37933 0.08642
10.4867 5.43912 5.37911 0.06001
10.4882 5.40928 5.37889 0.03039
10.4897 5.3979 5.37867 0.01923
10.4912 5.39058 5.37845 0.01213
10.4927 5.35505 5.37824 -0.02319
10.4942 5.31029 5.37802 -0.06773
10.4957 5.2964 5.3778 -0.0814
10.4972 5.2966 5.37759 -0.08099
10.4987 5.34162 5.37737 -0.03575
10.5002 5.41413 5.37716 0.03697
10.5017 5.39604 5.37694 0.0191
10.5032 5.30482 5.37673 -0.07191
10.5047 5.28395 5.37651 -0.09256
10.5062 5.33728 5.3763 -0.03902
10.5077 5.37316 5.37609 -0.00293
10.5092 5.38495 5.37587 0.00908
10.5107 5.37037 5.37566 -0.00529
10.5122 5.30752 5.37544 -0.06792
10.5137 5.26084 5.37523 -0.11439
10.5152 5.25441 5.37501 -0.1206
10.5167 5.27148 5.3748 -0.10332
10.5182 5.3719 5.37458 -0.00268
10.5197 5.45682 5.37437 0.08245
10.5212 5.45616 5.37415 0.08201
10.5227 5.45416 5.37393 0.08023
10.5242 5.38646 5.37371 0.01275
10.5257 5.31877 5.37348 -0.05471
10.5272 5.33313 5.37326 -0.04013
10.5287 5.3515 5.37303 -0.02153
10.5302 5.32516 5.3728 -0.04764
10.5317 5.2931 5.37257 -0.07947
10.5332 5.32879 5.37234 -0.04355
10.5347 5.37936 5.37211 0.00725
10.5362 5.40279 5.37187 0.03092
10.5377 5.41733 5.37163 0.0457
10.5392 5.43523 5.37138 0.06385
10.5407 5.45518 5.37113 0.08405
10.5422 5.47922 5.37088 0.10834
10.5437 5.50656 5.37063 0.13593
10.5452 5.4982 5.37037 0.12783
10.5467 5.45218 5.37011 0.08207
10.5482 5.41148 5.36985 0.04163
10.5497 5.37811 5.36958 0.00853
10.5512 5.33878 5.36931 -0.03053
10.5527 5.28462 5.36904 -0.08442
10.5542 5.25274 5.36876 -0.11602
10.5557 5.29982 5.36848 -0.06866
10.5572 5.3363 5.36819 -0.03189
10.5587 5.31416 5.36791 -0.05375
10.5602 5.29241 5.36761 -0.0752
10.5617 5.29013 5.36732 -0.07719
10.5632 5.28785 5.36702 -0.07917
10.5647 5.30905 5.36672 -0.05767
10.5662 5.3314 5.36641 -0.03501
10.5677 5.3228 5.3661 -0.0433
10.5692 5.31024 5.36579 -0.05555
10.5707 5.33508 5.36548 -0.0304
10.5722 5.37216 5.36516 0.007
10.5737 5.35007 5.36484 -0.01477
10.5752 5.30098 5.36452 -0.06354
10.5767 5.28232 5.3642 -0.08188
10.5782 5.28823 5.36387 -0.07564
10.5797 5.31452 5.36354 -0.04902
10.5812 5.36228 5.36321 -0.00093
10.5827 5.41057 5.36288 0.04769
10.5842 5.45982 5.36255 0.09727
10.5857 5.4784 5.36222 0.11618
10.5872 5.42068 5.36188 0.0588
10.5887 5.3544 5.36155 -0.00715
10.5902 5.24093 5.36121 -0.12028
10.5917 5.14623 5.36087 -0.21464
10.5932 5.24932 5.36054 -0.11122
10.5947 5.35242 5.3602 -0.00778
10.5962 5.35115 5.35986 -0.00871
10.5977 5.34476 5.35953 -0.01477
10.5992 5.38133 5.35919 0.02214
10.6007 5.42338 5.35886 0.06452
10.6022 5.39992 5.35852 0.0414
10.6037 5.35501 5.35819 -0.00318
10.6052 5.32086 5.35786 -0.037
10.6067 5.2933 5.35753 -0.06423
10.6082 5.27934 5.3572 -0.07786
10.6097 5.27634 5.35687 -0.08053
10.6112 5.2911 5.35654 -0.06544
10.6127 5.33035 5.35622 -0.02587
10.6142 5.36331 5.3559 0.00741
10.6157 5.38474 5.35558 0.02916
10.6172 5.39229 5.35526 0.03703
10.6187 5.35067 5.35494 -0.00427
10.6202 5.30761 5.35462 -0.04701
10.6217 5.2495 5.35431 -0.10481
10.6232 5.19139 5.354 -0.16261
10.6247 5.28102 5.35369 -0.07267
10.6262 5.37787 5.35338 0.02449
10.6277 5.35619 5.35307 0.00312
10.6292 5.31936 5.35277 -0.03341
10.6307 5.32046 5.35246 -0.032
10.6322 5.33397 5.35216 -0.01819
10.6337 5.35917 5.35186 0.00731
10.6352 5.39152 5.35156 0.03996
10.6367 5.42768 5.35126 0.07642
10.6382 5.46785 5.35096 0.11689
10.6397 5.48155 5.35067 0.13088
10.6412 5.44683 5.35037 0.09646
