kpos data fit err
6.33173 4.49793 4.5793 -0.08137
6.33323 4.55519 4.57991 -0.02472
6.33473 4.64342 4.58052 0.0629
6.33623 4.5742 4.58113 -0.00693
6.33773 4.41299 4.58173 -0.16874
6.33923 4.54762 4.58234 -0.03472
6.34073 4.56558 4.58294 -0.01736
6.34223 4.52019 4.58355 -0.06336
6.34373 4.52523 4.58415 -0.05892
6.34523 4.54799 4.58475 -0.03676
6.34673 4.45389 4.58536 -0.13147
6.34823 4.50756 4.58596 -0.0784
6.34973 4.58807 4.58656 0.00151
6.35123 4.51094 4.58717 -0.07623
6.35273 4.50378 4.58777 -0.08399
6.35423 4.42096 4.58837 -0.16741
6.35573 4.47783 4.58898 -0.11115
6.35723 4.63259 4.58958 0.04301
6.35873 4.72294 4.59019 0.13275
6.36023 4.68623 4.59079 0.09544
6.36173 4.64441 4.5914 0.05301
6.36323 4.64084 4.592 0.04884
6.36473 4.63927 4.59261 0.04666
6.36623 4.52129 4.59322 -0.07193
6.36773 4.51123 4.59383 -0.0826
6.36923 4.64655 4.59443 0.05212
6.37073 4.75222 4.59504 0.15718
6.37223 4.72872 4.59565 0.13307
6.37373 4.6279 4.59626 0.03164
6.37523 4.70176 4.59687 0.10489
6.37673 4.66205 4.59749 0.06456
6.37823 4.57083 4.5981 -0.02727
6.37973 4.53152 4.59871 -0.06719
6.38123 4.5566 4.59932 -0.04272
6.38273 4.6711 4.59993 0.07117
6.38423 4.70693 4.60054 0.10639
6.38573 4.62801 4.60115 0.02686
6.38723 4.46074 4.60176 -0.14102
6.38873 4.6137 4.60237 0.01133
6.39023 4.6642 4.60298 0.06122
6.39173 4.67476 4.60359 0.07117
6.39323 4.67531 4.6042 0.07111
6.39473 4.63647 4.60481 0.03166
6.39623 4.60053 4.60541 -0.00488
6.39773 4.66634 4.60602 0.06032
6.39923 4.68611 4.60662 0.07949
6.40073 4.51386 4.60722 -0.09336
6.40223 4.67776 4.60781 0.06995
6.40373 4.61108 4.60841 0.00267
6.40523 4.56273 4.609 -0.04627
6.40673 4.56932 4.6096 -0.04028
6.40823 4.53323 4.61018 -0.07695
6.40973 4.56484 4.61077 -0.04593
6.41123 4.58932 4.61135 -0.02203
6.41273 4.64119 4.61193 0.02926
6.41423 4.72526 4.61251 0.11275
6.41573 4.80116 4.61308 0.18808
6.41723 4.64548 4.61365 0.03183
6.41873 4.61336 4.61421 -0.00085
6.42023 4.62293 4.61477 0.00816
6.42173 4.58099 4.61533 -0.03434
6.42323 4.51672 4.61589 -0.09917
6.42473 4.50367 4.61643 -0.11276
6.42623 4.55994 4.61698 -0.05704
6.42773 4.63801 4.61752 0.02049
6.42923 4.6619 4.61806 0.04384
6.43073 4.65799 4.61859 0.0394
6.43223 4.7232 4.61912 0.10408
6.43373 4.82279 4.61964 0.20315
6.43523 4.87648 4.62016 0.25632
6.43673 4.6956 4.62068 0.07492
6.43823 4.67872 4.62119 0.05753
6.43973 4.60593 4.62169 -0.01576
6.44123 4.57936 4.62219 -0.04283
6.44273 4.67947 4.62269 0.05678
6.44423 4.58803 4.62318 -0.03515
6.44573 4.64034 4.62367 0.01667
6.44723 4.67607 4.62416 0.05191
6.44873 4.6667 4.62464 0.04206
6.45023 4.65969 4.62511 0.03458
6.45173 4.65872 4.62559 0.03313
6.45323 4.70447 4.62606 0.07841
6.45473 4.75708 4.62652 0.13056
6.45623 4.75215 4.62698 0.12517
6.45773 4.47341 4.62744 -0.15403
6.45923 4.496 4.6279 -0.1319
6.46073 4.5434 4.62835 -0.08495
6.46223 4.57136 4.6288 -0.05744
6.46373 4.63837 4.62924 0.00913
6.46523 4.75574 4.62968 0.12606
6.46673 4.6784 4.63012 0.04828
6.46823 4.52709 4.63056 -0.10347
6.46973 4.4348 4.631 -0.1962
6.47123 4.61711 4.63143 -0.01432
6.47273 4.74801 4.63186 0.11615
6.47423 4.7222 4.63229 0.08991
6.47573 4.59554 4.63271 -0.03717
6.47723 4.57959 4.63313 -0.05354
6.47873 4.64299 4.63356 0.00943
6.48023 4.66151 4.63398 0.02753
6.48173 4.66311 4.63439 0.02872
6.48323 4.68274 4.63481 0.04793
6.48473 4.62743 4.63522 -0.00779
6.48623 4.59055 4.63564 -0.04509
6.48773 4.58292 4.63605 -0.05313
6.48923 4.6275 4.63646 -0.00896
6.49073 4.78745 4.63687 0.15058
6.49223 4.80925 4.63727 0.17198
6.49373 4.7824 4.63768 0.14472
6.49523 4.74459 4.63808 0.10651
6.49673 4.7281 4.63848 0.08962
6.49823 4.76728 4.63888 0.1284
6.49973 4.54372 4.63928 -0.09556
6.50123 4.42082 4.63968 -0.21886
6.50273 4.48883 4.64007 -0.15124
6.50423 4.53701 4.64047 -0.10346
6.50573 4.50498 4.64086 -0.13588
6.50723 4.51382 4.64125 -0.12743
6.50873 4.51016 4.64163 -0.13147
6.51023 4.43274 4.64202 -0.20928
6.51173 4.58931 4.6424 -0.05309
6.51323 4.57478 4.64278 -0.068
6.51473 4.60579 4.64315 -0.03736
6.51623 4.71367 4.64353 0.07014
6.51773 4.6345 4.6439 -0.0094
6.51923 4.64029 4.64426 -0.00397
6.52073 4.70219 4.64463 0.05756
6.52223 4.76572 4.64499 0.12073
6.52373 4.76186 4.64534 0.11652
6.52523 4.74298 4.64569 0.09729
6.52673 4.77706 4.64604 0.13102
6.52823 4.73079 4.64638 0.08441
6.52973 4.55749 4.64672 -0.08923
6.53123 4.52685 4.64706 -0.12021
6.53273 4.55245 4.64739 -0.09494
6.53423 4.53303 4.64771 -0.11468
6.53573 4.49843 4.64803 -0.1496
6.53723 4.59267 4.64835 -0.05568
6.53873 4.71417 4.64866 0.06551
6.54023 4.70626 4.64896 0.0573
6.54173 4.64544 4.64926 -0.00382
6.54323 4.64219 4.64955 -0.00736
6.54473 4.80971 4.64983 0.15988
6.54623 4.83689 4.65011 0.18678
6.54773 4.81676 4.65039 0.16637
6.54923 4.78837 4.65065 0.13772
6.55073 4.61461 4.65092 -0.03631
6.55223 4.6276 4.65117 -0.02357
6.55373 4.62975 4.65142 -0.02167
6.55523 4.59495 4.65165 -0.0567
6.55673 4.63796 4.65189 -0.01393
6.55823 4.58261 4.65211 -0.0695
6.55973 4.5283 4.65233 -0.12403
6.56123 4.52744 4.65254 -0.1251
6.56273 4.64256 4.65275 -0.01019
6.56423 4.65193 4.65295 -0.00102
6.56573 4.69651 4.65314 0.04337
6.56723 4.74146 4.65333 0.08813
6.56873 4.74353 4.65351 0.09002
6.57023 4.64405 4.65368 -0.00963
6.57173 4.58672 4.65385 -0.06713
6.57323 4.59521 4.65401 -0.0588
6.57473 4.66523 4.65417 0.01106
6.57623 4.60208 4.65432 -0.05224
6.57773 4.64211 4.65446 -0.01235
6.57923 4.6872 4.6546 0.0326
6.58073 4.70421 4.65473 0.04948
6.58223 4.69751 4.65486 0.04265
6.58373 4.59074 4.65498 -0.06424
6.58523 4.55507 4.6551 -0.10003
6.58673 4.57306 4.65522 -0.08216
6.58823 4.58695 4.65533 -0.06838
6.58973 4.55436 4.65543 -0.10107
6.59123 4.50148 4.65553 -0.15405
6.59273 4.56486 4.65563 -0.09077
6.59423 4.79187 4.65572 0.13615
6.59573 4.6518 4.65581 -0.00401
6.59723 4.54357 4.6559 -0.11233
6.59873 4.53342 4.65598 -0.12256
6.60023 4.60649 4.65606 -0.04957
6.60173 4.59992 4.65614 -0.05622
6.60323 4.75969 4.65622 0.10347
6.60473 4.78357 4.65629 0.12728
6.60623 4.70861 4.65636 0.05225
6.60773 4.73354 4.65643 0.07711
6.60923 4.69139 4.65649 0.0349
6.61073 4.68408 4.65655 0.02753
6.61223 4.731 4.65661 0.07439
6.61373 4.84422 4.65667 0.18755
6.61523 4.84323 4.65673 0.1865
6.61673 4.77701 4.65678 0.12023
6.61823 4.64088 4.65684 -0.01596
6.61973 4.46145 4.65689 -0.19544
6.62123 4.61363 4.65694 -0.04331
6.62273 4.70672 4.65698 0.04974
6.62423 4.75263 4.65703 0.0956
6.62573 4.76474 4.65707 0.10767
6.62723 4.7892 4.65711 0.13209
6.62873 4.73919 4.65716 0.08203
6.63023 4.64465 4.65719 -0.01254
6.63173 4.55828 4.65723 -0.09895
6.63323 4.65316 4.65726 -0.0041
6.63473 4.68838 4.6573 0.03108
6.63623 4.6818 4.65733 0.02447
6.63773 4.67092 4.65735 0.01357
6.63923 4.75418 4.65738 0.0968
6.64073 4.69183 4.6574 0.03443
6.64223 4.67544 4.65742 0.01802
6.64373 4.7023 4.65744 0.04486
6.64523 4.70138 4.65745 0.04393
6.64673 4.66494 4.65747 0.00747
6.64823 4.62517 4.65748 -0.03231
6.64973 4.60203 4.65748 -0.05545
6.65123 4.62614 4.65748 -0.03134
6.65273 4.5804 4.65748 -0.07708
6.65423 4.60024 4.65748 -0.05724
6.65573 4.65954 4.65747 0.00207
6.65723 4.70266 4.65746 0.0452
6.65873 4.74328 4.65745 0.08583
6.66023 4.81931 4.65743 0.16188
6.66173 4.8406 4.6574 0.1832
6.66323 4.67143 4.65738 0.01405
6.66473 4.6743 4.65734 0.01696
6.66623 4.69804 4.65731 0.04073
6.66773 4.77479 4.65727 0.11752
6.66923 4.95954 4.65722 0.30232
6.67073 4.72373 4.65717 0.06656
6.67223 4.57707 4.65939 -0.08232
6.67373 4.48777 4.65933 -0.17156
6.67523 4.4227 4.65926 -0.23656
6.67673 4.75942 4.65919 0.10023
6.67823 4.77875 4.65911 0.11964
6.67973 4.72667 4.65902 0.06765
6.68123 4.76696 4.65893 0.10803
6.68273 4.76046 4.65883 0.10163
6.68423 4.72908 4.65872 0.07036
6.68573 4.70114 4.65861 0.04253
6.68723 4.67946 4.65849 0.02097
6.68873 4.57657 4.65836 -0.08179
6.69023 4.63536 4.65823 -0.02287
6.69173 4.6888 4.6581 0.0307
6.69323 4.69157 4.65796 0.03361
6.69473 4.75391 4.65781 0.0961
6.69623 4.76076 4.65766 0.1031
6.69773 4.77275 4.6575 0.11525
6.69923 4.78748 4.65734 0.13014
6.70073 4.70703 4.65717 0.04986
6.70223 4.68555 4.657 0.02855
6.70373 4.64789 4.65683 -0.00894
6.70523 4.5894 4.65665 -0.06725
6.70673 4.56945 4.65648 -0.08703
6.70823 4.65225 4.65629 -0.00404
6.70973 4.65418 4.65611 -0.00193
6.71123 4.58046 4.65592 -0.07546
6.71273 4.61232 4.65573 -0.04341
6.71423 4.72648 4.65555 0.07093
6.71573 4.75287 4.65535 0.09752
6.71723 4.70436 4.65516 0.0492
6.71873 4.76287 4.65497 0.1079
6.72023 4.90966 4.65478 0.25488
6.72173 4.91097 4.65459 0.25638
6.72323 4.75642 4.6544 0.10202
6.72473 4.61269 4.65421 -0.04152
6.72623 4.69287 4.65401 0.03886
6.72773 4.80582 4.65383 0.15199
6.72923 4.86996 4.65364 0.21632
6.73073 4.73264 4.65345 0.07919
6.73223 4.65632 4.65327 0.00305
6.73373 4.69752 4.65308 0.04444
6.73523 4.84677 4.6529 0.19387
6.73673 4.94957 4.65273 0.29684
6.73823 5.1148 4.65255 0.46225
6.73973 5.11017 4.65237 0.4578
6.74123 4.90133 4.6522 0.24913
6.74273 4.91343 4.65203 0.2614
6.74423 4.90746 4.65186 0.2556
6.74573 4.90778 4.6517 0.25608
6.74723 4.92336 4.65154 0.27182
6.74873 4.91432 4.65137 0.26295
6.75023 4.94886 4.65122 0.29764
6.75173 5.0739 4.65106 0.42284
6.75323 5.31411 4.6509 0.66321
6.75473 5.25259 4.65075 0.60184
6.75623 5.09912 4.6506 0.44852
6.75773 5.05905 4.65045 0.4086
6.75923 5.34464 4.6503 0.69434
6.76073 5.32041 4.65015 0.67026
6.76223 5.36061 4.65 0.71061
6.76373 5.41846 4.64985 0.76861
6.76523 5.40898 4.6497 0.75928
6.76673 5.45303 4.64956 0.80347
6.76823 5.44665 4.64941 0.79724
6.76973 5.43371 4.64926 0.78445
6.77123 5.48535 4.64911 0.83624
6.77273 5.34358 4.64896 0.69462
6.77423 5.27948 4.64881 0.63067
6.77573 5.25834 4.64866 0.60968
6.77723 5.19877 4.6485 0.55027
6.77873 5.37864 4.64834 0.7303
6.78023 5.42024 4.64818 0.77206
6.78173 5.33802 4.64802 0.69
6.78323 5.20468 4.64785 0.55683
6.78473 5.18714 4.64768 0.53946
6.78623 5.08063 4.64751 0.43312
6.78773 4.94541 4.64734 0.29807
6.78923 4.97309 4.64716 0.32593
6.79073 5.00071 4.64697 0.35374
6.79223 4.95557 4.64679 0.30878
6.79373 4.84995 4.64659 0.20336
6.79523 4.75757 4.6464 0.11117
6.79673 4.88381 4.6462 0.23761
6.79823 4.91045 4.64599 0.26446
6.79973 4.80167 4.64578 0.15589
6.80123 4.71479 4.64557 0.06922
6.80273 4.78397 4.64535 0.13862
6.80423 4.82859 4.64513 0.18346
6.80573 4.81805 4.6449 0.17315
6.80723 5.00114 4.64467 0.35647
6.80873 4.88615 4.64443 0.24172
6.81023 4.68196 4.64419 0.03777
6.81173 4.50433 4.64395 -0.13962
6.81323 4.61158 4.6437 -0.03212
6.81473 4.73471 4.64345 0.09126
6.81623 4.79593 4.64319 0.15274
6.81773 4.72334 4.64293 0.08041
6.81923 4.57012 4.64267 -0.07255
6.82073 4.59367 4.64241 -0.04874
6.82223 4.7163 4.64214 0.07416
6.82373 4.81977 4.64187 0.1779
6.82523 4.80918 4.6416 0.16758
6.82673 4.8145 4.64132 0.17318
6.82823 4.80802 4.64105 0.16697
6.82973 4.6622 4.64077 0.02143
6.83123 4.58216 4.6405 -0.05834
6.83273 4.58012 4.64022 -0.0601
6.83423 4.63096 4.63994 -0.00898
6.83573 4.5313 4.63967 -0.10837
6.83723 4.52125 4.63939 -0.11814
6.83873 4.58354 4.63912 -0.05558
6.84023 4.70746 4.63884 0.06862
6.84173 4.59094 4.63857 -0.04763
6.84323 4.60538 4.6383 -0.03292
6.84473 4.61814 4.63803 -0.01989
6.84623 4.46429 4.63776 -0.17347
6.84773 4.52418 4.6375 -0.11332
6.84923 4.50846 4.63724 -0.12878
6.85073 4.45523 4.63698 -0.18175
6.85223 4.54892 4.63673 -0.08781
6.85373 4.563 4.63648 -0.07348
6.85523 4.55511 4.63623 -0.08112
6.85673 4.54179 4.63599 -0.0942
6.85823 4.52826 4.63575 -0.10749
6.85973 4.52593 4.63551 -0.10958
6.86123 4.58671 4.63528 -0.04857
6.86273 4.74076 4.63506 0.1057
6.86423 4.78305 4.63484 0.14821
6.86573 4.77745 4.63462 0.14283
6.86723 4.7645 4.63441 0.13009
6.86873 4.78638 4.6342 0.15218
6.87023 4.70631 4.634 0.07231
6.87173 4.72829 4.6338 0.09449
6.87323 4.77561 4.63361 0.142
6.87473 4.68389 4.63342 0.05047
6.87623 4.67714 4.63323 0.04391
6.87773 4.62562 4.63305 -0.00743
6.87923 4.53126 4.63286 -0.1016
6.88073 4.47265 4.63268 -0.16003
6.88223 4.53963 4.6325 -0.09287
6.88373 4.57056 4.63232 -0.06176
6.88523 4.51699 4.63214 -0.11515
6.88673 4.43641 4.63197 -0.19556
6.88823 4.41872 4.63179 -0.21307
6.88973 4.44784 4.63161 -0.18377
6.89123 4.51671 4.63143 -0.11472
6.89273 4.54842 4.63125 -0.08283
6.89423 4.57363 4.63107 -0.05744
6.89573 4.59638 4.63089 -0.03451
6.89723 4.62277 4.63071 -0.00794
6.89873 4.67345 4.63052 0.04293
6.90023 4.61918 4.63033 -0.01115
6.90173 4.52138 4.63014 -0.10876
6.90323 4.71832 4.62995 0.08837
6.90473 4.70346 4.62976 0.0737
6.90623 4.63618 4.62956 0.00662
6.90773 4.58371 4.62936 -0.04565
6.90923 4.68828 4.62915 0.05913
6.91073 4.70527 4.62894 0.07633
6.91223 4.63572 4.62873 0.00699
6.91373 4.46341 4.62851 -0.1651
6.91523 4.48854 4.62829 -0.13975
6.91673 4.55067 4.62806 -0.07739
6.91823 4.62205 4.62783 -0.00578
6.91973 4.65529 4.62759 0.0277
6.92123 4.49343 4.62735 -0.13392
6.92273 4.42302 4.6271 -0.20408
6.92423 4.53955 4.62685 -0.0873
6.92573 4.62584 4.62659 -0.00075
6.92723 4.62332 4.62632 -0.003
6.92873 4.61452 4.62606 -0.01154
6.93023 4.7006 4.62578 0.07482
6.93173 4.56764 4.6255 -0.05786
6.93323 4.53041 4.62522 -0.09481
6.93473 4.58395 4.62493 -0.04098
6.93623 4.54706 4.62463 -0.07757
6.93773 4.57228 4.62434 -0.05206
6.93923 4.577 4.62403 -0.04703
6.94073 4.51624 4.62372 -0.10748
6.94223 4.5767 4.62341 -0.04671
6.94373 4.60458 4.6231 -0.01852
6.94523 4.61657 4.62278 -0.00621
6.94673 4.64902 4.62245 0.02657
6.94823 4.66552 4.62213 0.04339
6.94973 4.7086 4.6218 0.0868
6.95123 4.77584 4.62146 0.15438
6.95273 4.64394 4.62113 0.02281
6.95423 4.54608 4.62079 -0.07471
6.95573 4.47417 4.62046 -0.14629
6.95723 4.42653 4.62012 -0.19359
6.95873 4.47673 4.61978 -0.14305
6.96023 4.5512 4.61943 -0.06823
6.96173 4.64016 4.61909 0.02107
6.96323 4.7411 4.61875 0.12235
6.96473 4.5882 4.61841 -0.03021
6.96623 4.49725 4.61807 -0.12082
6.96773 4.57911 4.61773 -0.03862
6.96923 4.56373 4.61739 -0.05366
6.97073 4.55158 4.61705 -0.06547
6.97223 4.5136 4.61672 -0.10312
6.97373 4.4095 4.61638 -0.20688
6.97523 4.50933 4.61605 -0.10672
6.97673 4.50697 4.61572 -0.10875
6.97823 4.43684 4.61539 -0.17855
6.97973 4.57971 4.61507 -0.03536
6.98123 4.61878 4.61475 0.00403
6.98273 4.68381 4.61443 0.06938
6.98423 4.83459 4.61411 0.22048
6.98573 4.89558 4.6138 0.28178
6.98723 4.76241 4.61349 0.14892
6.98873 4.57367 4.61319 -0.03952
6.99023 4.55849 4.61288 -0.05439
6.99173 4.69322 4.61259 0.08063
6.99323 4.70891 4.61229 0.09662
6.99473 4.57882 4.612 -0.03318
6.99623 4.52828 4.61171 -0.08343
6.99773 4.49783 4.61142 -0.11359
6.99923 4.52933 4.61114 -0.08181
7.00073 4.67475 4.61086 0.06389
7.00223 4.69233 4.61058 0.08175
7.00373 4.76991 4.61031 0.1596
7.00523 4.86738 4.61003 0.25735
7.00673 4.75804 4.60976 0.14828
7.00823 4.68334 4.60949 0.07385
7.00973 4.63842 4.60923 0.02919
7.01123 4.62577 4.60896 0.01681
7.01273 4.62688 4.60869 0.01819
7.01423 4.63921 4.60843 0.03078
7.01573 4.66734 4.60817 0.05917
7.01723 4.72925 4.6079 0.12135
7.01873 4.59932 4.60764 -0.00832
7.02023 4.47178 4.60737 -0.13559
7.02173 4.41848 4.60711 -0.18863
7.02323 4.48007 4.60684 -0.12677
7.02473 4.53896 4.60658 -0.06762
7.02623 4.56697 4.60631 -0.03934
7.02773 4.4876 4.60604 -0.11844
7.02923 4.55831 4.60576 -0.04745
7.03073 4.63007 4.60549 0.02458
7.03223 4.65204 4.60521 0.04683
7.03373 4.49696 4.60493 -0.10797
7.03523 4.4982 4.60464 -0.10644
7.03673 4.58333 4.60436 -0.02103
7.03823 4.61223 4.60407 0.00816
7.03973 4.53052 4.60377 -0.07325
7.04123 4.49914 4.60347 -0.10433
7.04273 4.58304 4.60317 -0.02013
7.04423 4.65043 4.60286 0.04757
7.04573 4.69613 4.60255 0.09358
7.04723 4.72823 4.60223 0.126
7.04873 4.76583 4.60191 0.16392
7.05023 4.6776 4.60158 0.07602
7.05173 4.59718 4.60125 -0.00407
7.05323 4.58945 4.60092 -0.01147
7.05473 4.55993 4.60058 -0.04065
7.05623 4.56703 4.60023 -0.0332
7.05773 4.60206 4.59989 0.00217
7.05923 4.62267 4.59953 0.02314
7.06073 4.52588 4.59918 -0.0733
7.06223 4.47237 4.59882 -0.12645
7.06373 4.56411 4.59845 -0.03434
7.06523 4.5194 4.59808 -0.07868
7.06673 4.46078 4.59771 -0.13693
7.06823 4.41815 4.59734 -0.17919
7.06973 4.47965 4.59696 -0.11731
7.07123 4.50474 4.59658 -0.09184
7.07273 4.56003 4.5962 -0.03617
7.07423 4.67888 4.59581 0.08307
7.07573 4.59686 4.59543 0.00143
7.07723 4.53517 4.59504 -0.05987
7.07873 4.5359 4.59465 -0.05875
7.08023 4.72694 4.59475 0.13219
7.08173 4.68582 4.59436 0.09146
7.08323 4.58764 4.59397 -0.00633
7.08473 4.49094 4.59358 -0.10264
7.08623 4.55811 4.59319 -0.03508
7.08773 4.54842 4.5928 -0.04438
7.08923 4.50059 4.59241 -0.09182
7.09073 4.51337 4.59202 -0.07865
7.09223 4.48484 4.59164 -0.1068
7.09373 4.47614 4.59125 -0.11511
7.09523 4.51595 4.59087 -0.07492
7.09673 4.6003 4.59049 0.00981
7.09823 4.60417 4.59011 0.01406
7.09973 4.54764 4.58974 -0.0421
7.10123 4.48399 4.58937 -0.10538
7.10273 4.55868 4.589 -0.03032
7.10423 4.6587 4.58864 0.07006
7.10573 4.72515 4.58828 0.13687
7.10723 4.76791 4.58792 0.17999
7.10873 4.76275 4.58757 0.17518
7.11023 4.71234 4.58722 0.12512
7.11173 4.63104 4.58688 0.04416
7.11323 4.66108 4.58654 0.07454
7.11473 4.6931 4.5862 0.1069
7.11623 4.62531 4.58587 0.03944
7.11773 4.50835 4.58554 -0.07719
7.11923 4.52189 4.58522 -0.06333
7.12073 4.67671 4.5849 0.09181
7.12223 4.66017 4.58459 0.07558
7.12373 4.66795 4.58428 0.08367
7.12523 4.67499 4.58398 0.09101
7.12673 4.63411 4.58367 0.05044
7.12823 4.6848 4.58338 0.10142
7.12973 4.72097 4.58308 0.13789
7.13123 4.70232 4.58279 0.11953
7.13273 4.61953 4.5825 0.03703
7.13423 4.6104 4.58221 0.02819
7.13573 4.65599 4.58193 0.07406
7.13723 4.66157 4.58165 0.07992
7.13873 4.67179 4.58137 0.09042
7.14023 4.65815 4.58109 0.07706
7.14173 4.5805 4.58082 -0.00032
7.14323 4.5599 4.58054 -0.02064
7.14473 4.64664 4.58027 0.06637
7.14623 4.85372 4.58 0.27372
7.14773 4.68092 4.57972 0.1012
7.14923 4.6344 4.57945 0.05495
7.15073 4.65948 4.57917 0.08031
7.15223 4.5934 4.5789 0.0145
7.15373 4.5147 4.57862 -0.06392
7.15523 4.46466 4.57835 -0.11369
7.15673 4.48975 4.57807 -0.08832
7.15823 4.5109 4.57779 -0.06689
7.15973 4.52478 4.5775 -0.05272
7.16123 4.52971 4.57722 -0.04751
7.16273 4.48992 4.57693 -0.08701
7.16423 4.54647 4.57664 -0.03017
7.16573 4.65029 4.57634 0.07395
7.16723 4.65597 4.57605 0.07992
7.16873 4.59795 4.57575 0.0222
7.17023 4.51528 4.57544 -0.06016
7.17173 4.42408 4.57513 -0.15105
7.17323 4.5405 4.57482 -0.03432
7.17473 4.5973 4.57451 0.02279
7.17623 4.58422 4.57419 0.01003
7.17773 4.56145 4.57387 -0.01242
7.17923 4.60794 4.57354 0.0344
7.18073 4.62686 4.57321 0.05365
7.18223 4.48842 4.57288 -0.08446
7.18373 4.51577 4.57254 -0.05677
7.18523 4.52815 4.5722 -0.04405
7.18673 4.48497 4.57186 -0.08689
7.18823 4.53634 4.57151 -0.03517
7.18973 4.51542 4.57116 -0.05574
7.19123 4.44987 4.57081 -0.12094
7.19273 4.40777 4.57045 -0.16268
7.19423 4.44884 4.5701 -0.12126
7.19573 4.52626 4.56974 -0.04348
7.19723 4.62248 4.56938 0.0531
7.19873 4.47727 4.56902 -0.09175
7.20023 4.38124 4.56865 -0.18741
7.20173 4.37371 4.56829 -0.19458
7.20323 4.47618 4.56793 -0.09175
7.20473 4.53408 4.56756 -0.03348
7.20623 4.57057 4.5672 0.00337
7.20773 4.62762 4.56684 0.06078
7.20923 4.61173 4.56647 0.04526
7.21073 4.61232 4.56611 0.04621
7.21223 4.68638 4.56575 0.12063
7.21373 4.66463 4.5654 0.09923
7.21523 4.61644 4.56504 0.0514
7.21673 4.55612 4.56469 -0.00857
7.21823 4.63177 4.56434 0.06743
7.21973 4.62767 4.56399 0.06368
7.22123 4.57894 4.56365 0.01529
7.22273 4.55476 4.56331 -0.00855
7.22423 4.53052 4.56298 -0.03246
7.22573 4.50031 4.56264 -0.06233
7.22723 4.45704 4.56232 -0.10528
7.22873 4.45665 4.562 -0.10535
7.23023 4.44723 4.56168 -0.11445
7.23173 4.41906 4.56137 -0.14231
7.23323 4.41822 4.56106 -0.14284
7.23473 4.46381 4.56076 -0.09695
7.23623 4.53504 4.56047 -0.02543
7.23773 4.53831 4.56018 -0.02187
7.23923 4.57902 4.55989 0.01913
7.24073 4.59337 4.55961 0.03376
7.24223 4.47508 4.55934 -0.08426
7.24373 4.57922 4.55907 0.02015
7.24523 4.64424 4.55881 0.08543
7.24673 4.54495 4.55855 -0.0136
7.24823 4.49025 4.5583 -0.06805
7.24973 4.43062 4.55806 -0.12744
7.25123 4.3649 4.55782 -0.19292
7.25273 4.43464 4.55758 -0.12294
7.25423 4.4562 4.55735 -0.10115
7.25573 4.44785 4.55712 -0.10927
7.25723 4.47183 4.5569 -0.08507
7.25873 4.46025 4.55668 -0.09643
7.26023 4.46312 4.55646 -0.09334
7.26173 4.56307 4.55625 0.00682
7.26323 4.54951 4.55604 -0.00653
7.26473 4.52971 4.55583 -0.02612
7.26623 4.55754 4.55563 0.00191
7.26773 4.518 4.55543 -0.03743
7.26923 4.47877 4.55523 -0.07646
7.27073 4.45121 4.55503 -0.10382
7.27223 4.57823 4.55483 0.0234
7.27373 4.60897 4.55464 0.05433
7.27523 4.55947 4.55444 0.00503
7.27673 4.59855 4.55424 0.04431
7.27823 4.62649 4.55405 0.07244
7.27973 4.62153 4.55385 0.06768
7.28123 4.52396 4.55366 -0.0297
7.28273 4.49648 4.55346 -0.05698
7.28423 4.50207 4.55326 -0.05119
7.28573 4.53475 4.55306 -0.01831
7.28723 4.59025 4.55286 0.03739
7.28873 4.62968 4.55266 0.07702
7.29023 4.65015 4.55245 0.0977
7.29173 4.68455 4.5507 0.13385
7.29323 4.69896 4.55049 0.14847
7.29473 4.69506 4.55028 0.14478
7.29623 4.66497 4.55007 0.1149
7.29773 4.63643 4.54986 0.08657
7.29923 4.61315 4.54964 0.06351
7.30073 4.60188 4.54942 0.05246
7.30223 4.59231 4.5492 0.04311
7.30373 4.61227 4.54897 0.0633
7.30523 4.67724 4.54875 0.12849
7.30673 4.5551 4.54852 0.00658
7.30823 4.4688 4.54829 -0.07949
7.30973 4.43369 4.54806 -0.11437
7.31123 4.4842 4.54782 -0.06362
7.31273 4.47365 4.54759 -0.07394
7.31423 4.44512 4.54735 -0.10223
7.31573 4.52998 4.54711 -0.01713
7.31723 4.50936 4.54687 -0.03751
7.31873 4.45353 4.54663 -0.0931
7.32023 4.42212 4.54639 -0.12427
7.32173 4.42857 4.54614 -0.11757
7.32323 4.45649 4.5459 -0.08941
7.32473 4.50646 4.54566 -0.0392
7.32623 4.51583 4.54542 -0.02959
7.32773 4.48239 4.54518 -0.06279
7.32923 4.40236 4.54494 -0.14258
7.33073 4.52865 4.5447 -0.01605
7.33223 4.55998 4.54446 0.01552
7.33373 4.51412 4.54423 -0.03011
7.33523 4.50717 4.544 -0.03683
7.33673 4.47235 4.54377 -0.07142
7.33823 4.4262 4.54354 -0.11734
7.33973 4.40525 4.54332 -0.13807
7.34123 4.44735 4.5431 -0.09575
7.34273 4.48884 4.54289 -0.05405
7.34423 4.45383 4.54268 -0.08885
7.34573 4.54132 4.54247 -0.00115
7.34723 4.62591 4.54227 0.08364
7.34873 4.64088 4.54208 0.0988
7.35023 4.63854 4.54189 0.09665
7.35173 4.58965 4.5417 0.04795
7.35323 4.47672 4.54152 -0.0648
7.35473 4.51879 4.54134 -0.02255
