pattern_number, centre, delta_centre, fwhm, delta_fwhm, left_hwhm, delta_left_hwhm, right_hwhm, delta_right_hwhm, height, delta_height, lshape, delta_lshape, rshape, delta_rshape, info
15, 12.1097, 0.00010493, 0.01694029, 0.00016888697215889685, 0.00962535, 0.000123982, 0.00731494, 0.000114679, 12.6858, 0.0741741, 1.21944, 0.0225718, 1.22508, 0.026877, 'SS316L'
15, 12.4243, 0.000116494, 0.02152888, 0.00018752713622300105, 0.0121891, 0.000137256, 0.00933978, 0.000127778, 13.046, 0.0666619, 1.2072, 0.0194065, 1.29976, 0.0267259, 'SS316L'
16, 4.81531, 1.02739e-05, 0.007146609999999999, 1.4553927012325575e-05, 0.00398456, 1.1005e-05, 0.00316205, 9.52401e-06, 369.735, 0.496303, 1.50415, 0.00493095, 1.5106, 0.00551499, 'SS316L'
16, 5.56065, 1.51034e-05, 0.01251516, 2.237274476612112e-05, 0.0069373, 1.63769e-05, 0.00557786, 1.52426e-05, 253.802, 0.317531, 1.38557, 0.0037021, 1.42306, 0.00449116, 'SS316L'
16, 7.8588, 3.43252e-05, 0.01317981, 5.281436065777944e-05, 0.00765468, 3.90988e-05, 0.00552513, 3.55055e-05, 56.357, 0.147537, 1.38617, 0.00922706, 1.34639, 0.01069, 'SS316L'
16, 9.2153, 3.78326e-05, 0.016991390000000002, 5.7329233693465674e-05, 0.00948231, 4.15962e-05, 0.00750908, 3.94512e-05, 62.6006, 0.135514, 1.41057, 0.00821037, 1.44397, 0.0101082, 'SS316L'
16, 9.62398, 0.000113526, 0.011625380000000001, 0.00018959079992974344, 0.00652638, 0.000138693, 0.005099, 0.000129263, 5.91864, 0.0544709, 1.15069, 0.0367475, 1.16388, 0.0441658, 'SS316L'
16, 11.1144, 0.00043799, 0.0254285, 0.0007708491471131041, 0.0141455, 0.000558599, 0.011283, 0.000531202, 1.43424, 0.0194147, 1.29581, 0.111788, 1.51889, 0.17982, 'SS316L'
16, 12.1088, 7.0634e-05, 0.016911509999999998, 0.00011148723722350465, 0.00954508, 8.15313e-05, 0.00736643, 7.60398e-05, 19.1273, 0.0758085, 1.30182, 0.0160587, 1.34059, 0.0200663, 'SS316L'
16, 12.4253, 0.000156804, 0.02069066, 0.00025691936319592574, 0.0112866, 0.000186313, 0.00940406, 0.000176904, 5.88075, 0.0397381, 1.17269, 0.0306389, 1.41659, 0.050909, 'SS316L'
17, 4.81518, 1.88795e-05, 0.008330530000000001, 2.7737340334646362e-05, 0.00474977, 2.0798e-05, 0.00358076, 1.83522e-05, 73.2106, 0.149597, 1.67693, 0.0115995, 1.66556, 0.0132007, 'SS316L'
17, 5.56161, 3.09305e-05, 0.01278702, 4.718930679772696e-05, 0.00737156, 3.47002e-05, 0.00541546, 3.19801e-05, 40.6428, 0.0928581, 1.42803, 0.0095004, 1.42275, 0.0114657, 'SS316L'
17, 7.85801, 6.83409e-05, 0.01323137, 0.00010906581556367696, 0.00727895, 7.83176e-05, 0.00595242, 7.59059e-05, 10.0983, 0.0468803, 1.34631, 0.0237159, 1.36167, 0.0280137, 'SS316L'
17, 9.21662, 2.96506e-05, 0.0169971, 4.522069939529905e-05, 0.00966502, 3.32382e-05, 0.00733208, 3.06616e-05, 53.5408, 0.0908955, 1.41582, 0.00658278, 1.42337, 0.00794046, 'SS316L'
17, 9.6241, 4.00473e-05, 0.01135099, 6.362797075579261e-05, 0.00651963, 4.70475e-05, 0.00483136, 4.28375e-05, 20.5141, 0.0705911, 1.29464, 0.0129688, 1.32224, 0.0163897, 'SS316L'
17, 11.119, 0.000274318, 0.0229229, 0.00048197355077742596, 0.0124199, 0.000348032, 0.010503, 0.000333425, 1.60368, 0.015608, 1.17684, 0.0633032, 1.31959, 0.0893095, 'SS316L'
17, 12.1062, 9.06863e-05, 0.01830018, 0.00014610038612200858, 0.00976731, 0.000104939, 0.00853287, 0.000101652, 7.8718, 0.0347618, 1.30694, 0.0236556, 1.42224, 0.030775, 'SS316L'
17, 12.4264, 7.22325e-05, 0.02053178, 0.00011720170352930029, 0.0115232, 8.56821e-05, 0.00900858, 7.99676e-05, 12.1009, 0.0407134, 1.10851, 0.0108097, 1.23888, 0.0158954, 'SS316L'
18, 4.81278, 3.3546e-05, 0.00750634, 5.0276041678915023e-05, 0.00381816, 3.72867e-05, 0.00368818, 3.37251e-05, 39.8151, 0.160371, 1.18129, 0.012516, 1.48256, 0.0196536, 'SS316L'
18, 5.5633, 0.000249421, 0.015807270000000002, 0.00042792349912571984, 0.00917997, 0.00031472, 0.0066273, 0.000289948, 2.17248, 0.0281267, 1.36432, 0.104763, 1.50569, 0.157078, 'SS316L'
18, 7.8613, 9.55896e-05, 0.01388914, 0.00015452806050035055, 0.00837053, 0.000114981, 0.00551861, 0.000103239, 8.97242, 0.057399, 1.4413, 0.0369536, 1.36043, 0.0424737, 'SS316L'
18, 9.21694, 0.000119001, 0.01840353, 0.0001895837740551654, 0.00982743, 0.000136488, 0.0085761, 0.000131579, 8.36164, 0.0478304, 1.33575, 0.031631, 1.53476, 0.0463329, 'SS316L'
18, 9.62245, 0.000135433, 0.012421709999999999, 0.00022099083711774113, 0.00685601, 0.000160907, 0.0055657, 0.000151479, 4.71568, 0.0444749, 1.21252, 0.0482033, 1.44377, 0.0795702, 'SS316L'
18, 10.9521, 0.0425211, 14.45071, 1.1238826164742473, 7.34988, 0.766238, 7.10083, 0.822187, -146.552, 62.4487, 1.0, nan, 1.0, nan, 'SS316L'
18, 12.1043, 0.000186333, 0.01914585, 0.0003062804573589376, 0.0104732, 0.000221484, 0.00867265, 0.000211548, 3.89024, 0.0325221, 1.35167, 0.058957, 1.45713, 0.0769249, 'SS316L'
18, 12.4289, 0.000425914, 0.029745100000000003, 0.0007631531940901512, 0.0183378, 0.000565397, 0.0114073, 0.000512571, 1.46892, 0.0172545, 1.38482, 0.110821, 1.50382, 0.174871, 'SS316L'
19, 4.81491, 7.41685e-06, 0.00700577, 1.0845452037974259e-05, 0.00389681, 8.28346e-06, 0.00310896, 7.00058e-06, 1134.1, 1.30174, 1.50007, 0.0036041, 1.48718, 0.00392535, 'SS316L'
19, 5.56473, 3.60435e-05, 0.01245916, 5.403925915128741e-05, 0.00705456, 3.91999e-05, 0.0054046, 3.71969e-05, 105.753, 0.305332, 1.39494, 0.00959656, 1.40816, 0.0117288, 'SS316L'
19, 7.86418, 3.75743e-05, 0.01229419, 5.733611297611655e-05, 0.00744645, 4.33175e-05, 0.00484774, 3.75636e-05, 89.0179, 0.279099, 1.47581, 0.0114734, 1.34311, 0.0121619, 'SS316L'
19, 9.21941, 5.24515e-05, 0.01749451, 7.94973052269069e-05, 0.00984216, 5.81935e-05, 0.00765235, 5.41603e-05, 71.2226, 0.209421, 1.42543, 0.0111538, 1.42598, 0.0131078, 'SS316L'
19, 9.62618, 0.00010646, 0.01190031, 0.00017030869351856352, 0.0065914, 0.000123352, 0.00530891, 0.000117428, 13.6929, 0.115525, 1.22989, 0.0320799, 1.33957, 0.0448366, 'SS316L'
19, 11.1212, 0.000328809, 0.0225958, 0.0005526162155827496, 0.0119668, 0.000397211, 0.010629, 0.000384198, 3.44673, 0.0442459, 1.0732, 0.055298, 1.25359, 0.0826746, 'SS316L'
19, 12.1118, 0.000161791, 0.01774964, 0.0002612987271859547, 0.00986597, 0.00019043, 0.00788367, 0.000178923, 9.36253, 0.0781919, 1.27565, 0.0392116, 1.34302, 0.0500321, 'SS316L'
19, 12.4291, 0.00019316, 0.023199, 0.00031030077584337425, 0.0128132, 0.00022486, 0.0103858, 0.000213833, 8.90796, 0.0663569, 1.36155, 0.0416052, 1.46258, 0.0552156, 'SS316L'
20, 4.81392, 1.07104e-05, 0.00741055, 1.5818295744169155e-05, 0.00392693, 1.09475e-05, 0.00348362, 1.1418e-05, 344.383, 0.51714, 1.45271, 0.00487335, 1.58213, 0.00676195, 'SS316L'
20, 5.5612, 2.35032e-05, 0.012558699999999999, 3.507911530996755e-05, 0.007085, 2.58657e-05, 0.0054737, 2.36962e-05, 131.848, 0.247697, 1.39409, 0.00612799, 1.4021, 0.00725039, 'SS316L'
20, 7.85858, 4.00301e-05, 0.011932, 6.146163424852939e-05, 0.00662147, 4.45881e-05, 0.00531053, 4.23017e-05, 45.737, 0.150963, 1.37557, 0.0122627, 1.35727, 0.0138287, 'SS316L'
20, 9.21703, 3.5878e-05, 0.016292599999999997, 5.4466740858344e-05, 0.00948081, 4.02953e-05, 0.00681179, 3.66458e-05, 74.577, 0.162699, 1.41058, 0.00783636, 1.36446, 0.00900183, 'SS316L'
20, 9.62364, 3.23968e-05, 0.011430280000000001, 4.99743409166144e-05, 0.00651323, 3.65522e-05, 0.00491705, 3.40789e-05, 61.482, 0.178149, 1.29197, 0.00867981, 1.27079, 0.0100813, 'SS316L'
20, 11.1154, 0.000155244, 0.022753620000000002, 0.00025170760041961387, 0.0128153, 0.000183325, 0.00993832, 0.000172478, 7.38654, 0.04541, 1.26383, 0.0296014, 1.37763, 0.0418691, 'SS316L'
20, 12.1084, 0.00011907, 0.01630518, 0.00019565976179327215, 0.00951199, 0.000143897, 0.00679319, 0.000132576, 8.2754, 0.0570053, 1.15881, 0.0258659, 1.23088, 0.0363166, 'SS316L'
20, 12.423, 0.000172638, 0.02178791, 0.0002853631956735136, 0.0120325, 0.000207902, 0.00975541, 0.000195471, 5.82356, 0.0419589, 1.09669, 0.0280984, 1.32351, 0.0472143, 'SS316L'
21, 4.81418, 7.45844e-06, 0.00658413, 1.1393435258059791e-05, 0.00351946, 7.9281e-06, 0.00306467, 8.18264e-06, 412.816, 0.534695, 1.38903, 0.00354121, 1.4938, 0.00483149, 'SS316L'
21, 5.56131, 1.30484e-05, 0.01225714, 1.921355604826967e-05, 0.00700689, 1.42299e-05, 0.00525025, 1.29101e-05, 299.176, 0.328436, 1.39388, 0.00317717, 1.37226, 0.00366172, 'SS316L'
21, 7.85838, 2.90942e-05, 0.011661580000000001, 4.4397500813671934e-05, 0.00659488, 3.22523e-05, 0.0050667, 3.05111e-05, 62.4863, 0.155982, 1.32377, 0.00787851, 1.36123, 0.0100642, 'SS316L'
21, 9.21646, 5.55697e-05, 0.0161262, 8.624358010686941e-05, 0.00894232, 6.27894e-05, 0.00718388, 5.91223e-05, 26.8942, 0.087589, 1.3675, 0.0136258, 1.44772, 0.0177189, 'SS316L'
21, 9.62384, 7.13096e-05, 0.01167265, 0.00011491720260169928, 0.0066462, 8.40598e-05, 0.00502645, 7.83576e-05, 12.2815, 0.0713406, 1.23719, 0.0224742, 1.31815, 0.0310603, 'SS316L'
21, 11.1192, 0.000211969, 0.0265619, 0.0003517119406517214, 0.0156263, 0.000258854, 0.0109356, 0.000238109, 4.00588, 0.027863, 1.32531, 0.0430182, 1.34435, 0.0553363, 'SS316L'
21, 12.107, 6.13105e-05, 0.0164829, 9.633632368245116e-05, 0.00885553, 6.96856e-05, 0.00762737, 6.65177e-05, 21.8654, 0.077625, 1.23018, 0.012717, 1.34879, 0.0169018, 'SS316L'
21, 12.4246, 0.000173268, 0.02113015, 0.000286876522366331, 0.0116841, 0.000208566, 0.00944605, 0.000196973, 4.57489, 0.0332312, 1.18467, 0.03567, 1.35609, 0.0538812, 'SS316L'
22, 4.81294, 6.22611e-05, 0.00701257, 9.201215068913454e-05, 0.00347676, 5.11062e-05, 0.00353581, 7.6514e-05, 7.57654, 0.0694116, 1.0, nan, 1.01321, 0.0287608, 'SS316L'
22, 5.56143, 0.000100226, 0.01444256, 0.00015790539394523544, 0.00786498, 0.000114149, 0.00657758, 0.000109106, 9.36549, 0.0562917, 1.52662, 0.0429261, 1.62364, 0.0546779, 'SS316L'
22, 7.86017, 0.000332958, 0.014324070000000001, 0.0005994808091707356, 0.00750463, 0.000430092, 0.00681944, 0.00041761, 1.29218, 0.0227353, 1.24993, 0.149505, 1.56388, 0.256248, 'SS316L'
22, 9.21763, 0.000133092, 0.02141065, 0.00021084449819713105, 0.0120892, 0.000152922, 0.00932145, 0.000145156, 7.81452, 0.0416975, 1.6399, 0.0454289, 1.61186, 0.0518814, 'SS316L'
22, 9.62226, 0.000686062, 0.013053869999999999, 0.001254871512740647, 0.00720909, 0.000914148, 0.00584478, 0.000859672, 0.552158, 0.0211434, 1.52903, 0.532037, 1.30262, 0.423826, 'SS316L'
22, 11.1195, 0.000871753, 0.0270059, 0.0016013160225889203, 0.0147027, 0.00115591, 0.0123032, 0.00110819, 0.618299, 0.0147591, 1.22318, 0.207665, 1.538, 0.375226, 'SS316L'
22, 12.108, 0.000334011, 0.02045268, 0.0005883176759574711, 0.0109799, 0.000422038, 0.00947278, 0.00040988, 1.59662, 0.0206189, 1.3095, 0.111812, 1.50649, 0.16434, 'SS316L'
22, 12.4285, 0.00167925, 0.0282614, 0.0029927104270209637, 0.0144822, 0.00213514, 0.0137792, 0.00209702, 0.342508, 0.0140532, 1.60973, 0.69426, 2.6923, 2.07327, 'SS316L'
23, 4.8135, 1.24742e-05, 0.00748066, 1.8003479319287146e-05, 0.00414553, 1.24714e-05, 0.00333513, 1.29842e-05, 250.934, 0.397625, 1.47281, 0.00548016, 1.50566, 0.00708449, 'SS316L'
23, 5.56035, 1.69239e-05, 0.013011, 2.512850508605715e-05, 0.00738171, 1.84435e-05, 0.00562929, 1.70669e-05, 203.768, 0.271389, 1.48234, 0.00463679, 1.46584, 0.00537884, 'SS316L'
23, 7.86016, 2.5392e-05, 0.012239719999999999, 3.806053551120898e-05, 0.00721278, 2.80644e-05, 0.00502694, 2.57098e-05, 92.1731, 0.188203, 1.4317, 0.00710992, 1.33453, 0.00778038, 'SS316L'
23, 9.2182, 4.35211e-05, 0.01675445, 6.673916063976231e-05, 0.00950228, 4.87353e-05, 0.00725217, 4.55959e-05, 44.9501, 0.113384, 1.37142, 0.0093918, 1.43222, 0.0123268, 'SS316L'
23, 9.62367, 7.29147e-05, 0.01159848, 0.00011708926499726608, 0.00648102, 8.48824e-05, 0.00511746, 8.06528e-05, 12.5521, 0.0744771, 1.2357, 0.0230609, 1.32377, 0.0315339, 'SS316L'
23, 11.1189, 0.000286511, 0.0262832, 0.0004812481762303105, 0.0152333, 0.00035221, 0.0110499, 0.000327945, 2.63414, 0.0238344, 1.404, 0.0724455, 1.41743, 0.0901943, 'SS316L'
23, 12.1111, 0.000153383, 0.01815225, 0.00025314691128275693, 0.0102832, 0.000184794, 0.00786905, 0.000173016, 5.14124, 0.0388944, 1.25055, 0.0394653, 1.29766, 0.050167, 'SS316L'
23, 12.43, 0.000124079, 0.02342255, 0.0001999420032734493, 0.0134553, 0.000146593, 0.00996725, 0.000135968, 9.29857, 0.0446862, 1.33383, 0.0247351, 1.39176, 0.0325759, 'SS316L'
24, 4.81338, 1.05251e-05, 0.00707457, 1.458227862098376e-05, 0.00399829, 1.01047e-05, 0.00307628, 1.05137e-05, 1468.42, 2.03292, 1.57594, 0.00487406, 1.53596, 0.0058763, 'SS316L'
24, 5.55878, 2.94035e-05, 0.01287252, 4.2809609587100886e-05, 0.00708686, 3.1223e-05, 0.00578566, 2.9288e-05, 300.898, 0.685346, 1.47235, 0.00783181, 1.55542, 0.0100609, 'SS316L'
24, 7.85833, 9.73418e-05, 0.01172826, 0.00015194753747593278, 0.00667781, 0.000110212, 0.00505045, 0.000104601, 28.4677, 0.229867, 1.33041, 0.0300212, 1.29052, 0.0341324, 'SS316L'
24, 9.21605, 7.69426e-05, 0.01532705, 0.00011814680189873951, 0.0087665, 8.68159e-05, 0.00656055, 8.01353e-05, 54.8402, 0.274094, 1.31594, 0.016154, 1.37317, 0.021373, 'SS316L'
24, 9.6228, 0.000259665, 0.01175698, 0.00042364512307590656, 0.00664969, 0.000307759, 0.00510729, 0.000291135, 5.52819, 0.105744, 1.22375, 0.0918, 1.28503, 0.121875, 'SS316L'
24, 11.1157, 0.000170995, 0.022305779999999997, 0.00027087790243022776, 0.0125598, 0.000197923, 0.00974598, 0.000184936, 18.0803, 0.132177, 1.26079, 0.0276154, 1.28514, 0.0338116, 'SS316L'
24, 12.1073, 0.000218965, 0.01703978, 0.00035666875020107946, 0.00959418, 0.000261183, 0.0074456, 0.000242891, 9.21609, 0.11054, 1.18471, 0.0474142, 1.21922, 0.0586124, 'SS316L'
24, 12.4222, 0.000240984, 0.021209060000000002, 0.0003905318834743202, 0.0115229, 0.000282943, 0.00968616, 0.000269181, 9.5785, 0.100577, 1.15841, 0.0406463, 1.35678, 0.0630236, 'SS316L'
25, 4.81255, 6.64119e-05, 0.009788419999999999, 9.42449135094303e-05, 0.00501475, 6.80592e-05, 0.00477367, 6.51924e-05, 5.68458, 0.0508379, 1.0, nan, 1.0, nan, 'SS316L'
25, 5.55605, 0.000153323, 0.01989576, 0.00024448011494802597, 0.0118152, 0.000179546, 0.00808056, 0.000165933, 5.90585, 0.0381995, 1.75581, 0.0677132, 1.68471, 0.0787121, 'SS316L'
25, 7.84933, 0.000819086, 0.033055, 0.0015226899111115827, 0.0132199, 0.000862299, 0.0198351, 0.001255, 0.564636, 0.0131515, 1.0, nan, 2.65579, 0.971148, 'SS316L'
25, 9.21634, 0.000297824, 0.02217554, 0.0005421075270940259, 0.0135877, 0.000416204, 0.00858784, 0.000347354, 1.0641, 0.0159568, 1.0, nan, 1.0, nan, 'SS316L'
25, 9.62307, 0.000949182, 0.01730753, 0.0018281584043238705, 0.0102265, 0.00151427, 0.00708103, 0.00102428, 0.343045, 0.0182904, 1.17275, 0.384355, 1.0, nan, 'SS316L'
25, 11.11, 0.00240552, 0.036818100000000006, 0.004513749046679489, 0.0202715, 0.00327108, 0.0165466, 0.0031103, 0.253746, 0.0129778, 1.05738, 0.322094, 1.22868, 0.496042, 'SS316L'
25, 12.1048, 0.00360779, 0.0375266, 0.006732942963704653, 0.0202164, 0.00484038, 0.0173102, 0.00468009, 0.172519, 0.0130215, 1.14054, 0.591399, 1.22228, 0.734575, 'SS316L'
25, 12.4289, 0.000610646, 0.030519400000000002, 0.0011533539815312556, 0.0181912, 0.000849883, 0.0123282, 0.000779695, 0.893671, 0.0143151, 1.17961, 0.124758, 1.10704, 0.135916, 'SS316L'
26, 4.81226, 8.58956e-06, 0.007182590000000001, 1.2641237574070823e-05, 0.00407766, 9.68004e-06, 0.00310493, 8.13005e-06, 1376.79, 1.80414, 1.52907, 0.00424855, 1.49996, 0.00467616, 'SS316L'
26, 5.55438, 9.67205e-05, 0.01178912, 0.00014865076926810704, 0.00653871, 0.00010675, 0.00525041, 0.000103448, 27.527, 0.208148, 1.42066, 0.0344417, 1.48351, 0.0441034, 'SS316L'
26, 7.85874, 5.82604e-05, 0.01269633, 9.004570834526208e-05, 0.00769794, 6.75142e-05, 0.00499839, 5.95824e-05, 63.0548, 0.297451, 1.44899, 0.0173518, 1.29887, 0.0180107, 'SS316L'
26, 9.2111, 0.000206276, 0.018281739999999998, 0.0003281513220208019, 0.0098853, 0.000236412, 0.00839644, 0.00022758, 10.2559, 0.103157, 1.37879, 0.0553204, 1.49639, 0.0732646, 'SS316L'
26, 9.62077, 6.55755e-05, 0.01152014, 0.00010068393308969412, 0.00661738, 7.30865e-05, 0.00490276, 6.92504e-05, 49.1751, 0.275928, 1.31024, 0.0180852, 1.33002, 0.0231321, 'SS316L'
26, 11.1074, 0.000930675, 0.022643820000000002, 0.0016627843091934684, 0.0128526, 0.00120717, 0.00979122, 0.0011435, 1.13306, 0.0352047, 1.474, 0.358594, 1.57414, 0.488766, 'SS316L'
26, 12.1087, 0.000267793, 0.019249580000000002, 0.0004429696413976922, 0.0120017, 0.000331244, 0.00724788, 0.000294108, 6.13606, 0.0784897, 1.44104, 0.0811254, 1.21942, 0.0776738, 'SS316L'
26, 12.419, 0.000289376, 0.0224205, 0.0004747930249550851, 0.0124754, 0.000345161, 0.0099451, 0.000326025, 6.42076, 0.0749528, 1.16937, 0.0506389, 1.34074, 0.0775946, 'SS316L'
28, 4.81113, 1.23617e-05, 0.00776688, 1.8309902304763946e-05, 0.00459933, 1.29596e-05, 0.00316755, 1.29345e-05, 286.515, 0.472054, 1.53045, 0.00564634, 1.34446, 0.00572197, 'SS316L'
28, 5.55739, 2.99123e-05, 0.01453877, 4.494265636085611e-05, 0.00894433, 3.34514e-05, 0.00559444, 3.00141e-05, 96.742, 0.19739, 1.7138, 0.0104342, 1.52103, 0.0109315, 'SS316L'
28, 7.85749, 4.96215e-05, 0.013724400000000001, 7.653578966973555e-05, 0.00862791, 5.76041e-05, 0.00509649, 5.03934e-05, 36.439, 0.126544, 1.5069, 0.0154425, 1.28071, 0.0152737, 'SS316L'
28, 9.21005, 4.47288e-05, 0.01829952, 6.784969035419396e-05, 0.0106584, 4.99254e-05, 0.00764112, 4.5946e-05, 57.6205, 0.136035, 1.49111, 0.0100128, 1.4511, 0.0117293, 'SS316L'
28, 9.62004, 7.16905e-05, 0.01261376, 0.00011292665739363758, 0.00739511, 8.35913e-05, 0.00521865, 7.59271e-05, 17.6539, 0.0934174, 1.30225, 0.0209959, 1.29163, 0.025788, 'SS316L'
28, 11.1072, 0.000156355, 0.0259029, 0.0002501290732342004, 0.0146199, 0.000182154, 0.011283, 0.000171419, 8.50247, 0.0453954, 1.3966, 0.0312145, 1.50653, 0.0432985, 'SS316L'
28, 12.1065, 5.37474e-05, 0.01777857, 8.510008909401917e-05, 0.0109539, 6.42034e-05, 0.00682467, 5.58565e-05, 35.4446, 0.109101, 1.31088, 0.0103254, 1.21164, 0.0116318, 'SS316L'
28, 12.4215, 0.000215206, 0.0250762, 0.00035436690274911396, 0.0143175, 0.000258642, 0.0107587, 0.00024224, 4.7241, 0.0354952, 1.26849, 0.0421405, 1.44738, 0.066233, 'SS316L'
