patternNumber, centre, deltaCentre, fwhm, deltaFwhm, lhwhm, deltaLhwhm, rhwhm, deltaRhwhm, lshape, deltaLshape, rshape, deltaRshape, info
1.0, 12.4211, 0.000381807, 0.0220479, 0.0006501497668545, 0.0118419, 0.000470354, 0.010206, 0.000448845, 1.02314, 0.0641743, 1.50504, 0.156587, 'SS316L'
2.0, 12.4253, 0.000231477, 0.0228065, 0.0003913086468058, 0.0126898, 0.000286016, 0.0101167, 0.000267053, 1.0431, 0.0364045, 1.36448, 0.0725271, 'SS316L'
3.0, 12.4249, 0.000150003, 0.01924753, 0.0002381093745193, 0.0105166, 0.000173145, 0.00873093, 0.000163453, 1.17617, 0.0249544, 1.30984, 0.0350887, 'SS316L'
4.0, 12.4245, 0.000143767, 0.02209006, 0.0002314954461776, 0.0127074, 0.000170024, 0.00938266, 0.000157105, 1.2784, 0.0266116, 1.30908, 0.0337443, 'SS316L'
5.0, 12.422, 0.000262591, 0.0218174599999999, 0.0004425764276438, 0.0122803, 0.000323145, 0.00953716, 0.000302409, 1.11273, 0.0488402, 1.36327, 0.0868063, 'SS316L'
6.0, 12.42, 0.000201588, 0.0200578, 0.0003327931340187, 0.0111453, 0.000242843, 0.0089125, 0.000227549, 1.10347, 0.0352713, 1.30373, 0.0572832, 'SS316L'
7.0, 12.4178, 0.000481473, 0.02233438, 0.0008817248348243, 0.0129588, 0.000644875, 0.00937558, 0.000601311, 1.43877, 0.190377, 1.53624, 0.265096, 'SS316L'
8.0, 12.4291, 0.000217871, 0.0225643499999999, 0.0003601818256936, 0.0132556, 0.000265346, 0.00930875, 0.000243562, 1.2688, 0.0453331, 1.29874, 0.0592918, 'SS316L'
9.0, 12.423, 0.000228433, 0.0220261, 0.0003755123700359, 0.0117405, 0.000270893, 0.0102856, 0.000260051, 1.14834, 0.041524, 1.43289, 0.0714479, 'SS316L'
10.0, 12.4237, 0.000379412, 0.02062975, 0.0006306191163182, 0.0111054, 0.000455121, 0.00952435, 0.000436515, 1.11635, 0.0720541, 1.29712, 0.108408, 'SS316L'
11.0, 12.4211, 0.000347557, 0.0214845, 0.0005677970800074, 0.0114422, 0.000333848, 0.0100423, 0.000459281, 1.0, 0.0996514, 1.43508, 0.156888, 'SS316L'
12.0, 12.4246, 0.000397961, 0.0228914, 0.0006731709910342, 0.013295, 0.000492997, 0.0095964, 0.000458381, 1.29735, 0.264318, 1.35128, 0.132319, 'SS316L'
13.0, 12.4271, 0.000741946, 0.0233743, 0.0013409881211587, 0.0132577, 0.000974865, 0.0101166, 0.000920808, 1.41299, 0.07185, 1.58299, 0.394915, 'SS316L'
14.0, 12.4297, 0.000381325, 0.0259203, 0.0006297323289207, 0.0126882, 0.000445278, 0.0132321, 0.000445298, 1.1758, 0.0194065, 1.92163, 0.194733, 'SS316L'
15.0, 12.4243, 0.000116494, 0.02152888, 0.000187527136223, 0.0121891, 0.000137256, 0.00933978, 0.000127778, 1.2072, 0.0306389, 1.29976, 0.0267259, 'SS316L'
16.0, 12.4253, 0.000156804, 0.02069066, 0.0002569193631959, 0.0112866, 0.000186313, 0.00940406, 0.000176904, 1.17269, 0.0108097, 1.41659, 0.050909, 'SS316L'
17.0, 12.4264, 7.22325e-05, 0.02053178, 0.0001172017035293, 0.0115232, 8.56821e-05, 0.00900858, 7.99676e-05, 1.10851, 0.110821, 1.23888, 0.0158954, 'SS316L'
18.0, 12.4289, 0.000425914, 0.0297451, 0.0007631531940901, 0.0183378, 0.000565397, 0.0114073, 0.000512571, 1.38482, 0.0416052, 1.50382, 0.174871, 'SS316L'
19.0, 12.4291, 0.00019316, 0.023199, 0.0003103007758433, 0.0128132, 0.00022486, 0.0103858, 0.000213833, 1.36155, 0.0280984, 1.46258, 0.0552156, 'SS316L'
20.0, 12.423, 0.000172638, 0.02178791, 0.0002853631956735, 0.0120325, 0.000207902, 0.00975541, 0.000195471, 1.09669, 0.03567, 1.32351, 0.0472143, 'SS316L'
21.0, 12.4246, 0.000173268, 0.02113015, 0.0002868765223663, 0.0116841, 0.000208566, 0.00944605, 0.000196973, 1.18467, 0.0247351, 1.35609, 0.0538812, 'SS316L'
23.0, 12.43, 0.000124079, 0.02342255, 0.0001999420032734, 0.0134553, 0.000146593, 0.00996725, 0.000135968, 1.33383, 0.0406463, 1.39176, 0.0325759, 'SS316L'
24.0, 12.4222, 0.000240984, 0.02120906, 0.0003905318834743, 0.0115229, 0.000282943, 0.00968616, 0.000269181, 1.15841, 0.124758, 1.35678, 0.0630236, 'SS316L'
25.0, 12.4289, 0.000610646, 0.0305194, 0.0011533539815312, 0.0181912, 0.000849883, 0.0123282, 0.000779695, 1.17961, 0.0506389, 1.10704, 0.135916, 'SS316L'
26.0, 12.419, 0.000289376, 0.0224205, 0.000474793024955, 0.0124754, 0.000345161, 0.0099451, 0.000326025, 1.16937, 0.0421405, 1.34074, 0.0775946, 'SS316L'
28.0, 12.4215, 0.000215206, 0.0250762, 0.0003543669027491, 0.0143175, 0.000258642, 0.0107587, 0.00024224, 1.26849, 0.063253296, 1.44738, 0.066233, 'SS316L'
